duration,protocol_type,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,failure
31,2,2046,3183,0,1,0,2,0,0,2,215,510,0.020390088726953637,0.013771795297987267,0.8174763061549049,0.0788985154608707,0
246,2,28248,115,1,5,0,23,8,1,41,299,46,0.6035034824027665,0.8463025121927428,0.145685038338693,0.5252321216314824,1
19,2,4876,2846,1,1,0,1,0,0,4,308,68,0.05053451527916994,0.0271068319340522,0.9518237430268903,0.08042820855584738,0
176,2,84682,418,0,4,0,23,9,1,32,497,4,0.8711975698555416,0.6864954661350768,0.39491910052454865,0.9887694599405088,1
13,1,4532,2145,0,2,1,2,0,0,0,284,322,0.09482441888685017,0.09542412525261135,0.8529856362960426,0.052382420664734954,0
57,0,3476,964,0,2,1,1,0,1,4,27,467,0.027998397893653784,0.04263862246690936,0.8796597351858908,0.08730805757666867,0
50,1,983,91,1,0,1,9,1,1,2,203,217,0.02531789459588181,0.04220044122113378,0.878764144401379,0.010817846076512871,0
50,1,3267,1116,1,2,0,7,1,1,4,42,288,0.0252419473051384,0.06697127346510137,0.8388366965111775,0.0661825431068817,0
222,2,68935,362,0,3,2,29,8,0,43,225,2,0.6100994343617192,0.4185477545018028,0.25775187443068137,0.7946115570023635,1
43,2,2328,976,0,2,1,7,0,0,3,234,43,0.005343424382053652,0.01327644735968312,0.8050821733462441,0.04768379766831437,0
59,2,707,2999,1,0,0,9,1,0,1,268,324,0.0742122252052105,0.06825170839000282,0.9725972552398111,0.004117906935366,0
3,0,1190,3311,1,0,0,3,1,1,3,12,231,0.0674936602598996,0.09485880458844394,0.9543713055807479,0.03475750099884641,0
226,2,67239,134,0,1,3,15,7,0,14,435,40,0.8586578853686075,0.9783078417460624,0.2669676663817687,0.9896921369069946,1
46,2,2452,1473,1,1,0,5,0,1,2,118,57,0.04818906675811585,0.04390807303204423,0.80681426719129,0.0607365130794635,0
427,0,9614,161,1,6,0,23,7,0,37,343,24,0.6304738106230083,0.6340509904475982,0.22981387833882178,0.8577368721885688,1
488,2,8380,39,0,3,0,24,6,1,36,209,9,0.9481306285237198,0.6660010481164512,0.19887332803900143,0.5963890490684454,1
51,2,1081,2341,0,0,0,3,1,1,0,279,54,0.08422602753190661,0.048230893155065825,0.9716706422026301,0.09973602052289808,0
56,0,1760,1820,1,1,1,1,1,1,2,206,500,0.07316376718226571,0.07635022459081404,0.9913156124869753,0.005986794664933681,0
23,0,446,1280,1,0,0,7,1,1,2,173,381,0.07205449454774036,0.07240855905647964,0.8839018411793036,0.03963825091093773,0
14,0,268,1537,0,2,1,3,0,0,2,359,38,0.07974538300685902,0.07529478171902473,0.9526278808198227,0.0003721882865643678,0
11,2,357,2592,0,1,1,3,1,0,0,415,289,0.03585772605732699,0.04880309694607992,0.9588647167522111,0.021893973295530125,0
46,2,1265,452,1,0,1,3,0,0,2,3,64,0.003141469625578064,0.003384611358952805,0.9727725543548978,0.06253713198638655,0
38,2,4667,2476,1,0,0,9,0,0,3,195,13,0.09967649723712169,0.08129007748623283,0.9603876864324878,0.08403634727301446,0
40,0,3553,832,1,2,1,4,0,1,2,150,440,0.041718709236254196,0.029240604462438227,0.8110457411780323,0.034177519996256726,0
10,1,3098,1380,1,1,0,2,1,0,4,480,268,0.025963428042176762,0.04550453217762607,0.883004249741993,0.04885450535543058,0
342,0,79365,35,0,6,4,8,5,0,17,256,21,0.6873784082871808,0.3346114115079195,0.20461327946579788,0.6313649270262818,1
22,1,3898,131,1,1,0,6,0,0,2,72,319,0.06049434747744406,0.05995060671175652,0.975915151368991,0.09243517870516944,0
12,2,2689,901,0,2,1,5,1,1,4,245,427,0.03298797213637524,0.042316421129032535,0.8970683842311036,0.02719936131713513,0
565,1,8622,300,0,7,3,21,2,0,13,280,36,0.9514898751047822,0.33281210673512374,0.010484272395634564,0.5868282831702742,1
350,0,41070,413,1,8,4,12,9,1,36,388,40,0.9705247862986888,0.9709796784204265,0.29531386322375,0.6416741966858264,1
14,0,2157,1361,1,0,1,7,0,0,0,248,419,0.058741733668275835,0.03847890874911966,0.9642558650647646,0.051144734195469846,0
37,2,2261,2402,0,2,1,6,1,1,1,73,363,0.06407907871069414,0.09808444899917042,0.8442796985946658,0.09095379113639919,0
32,0,80967,1,0,4,0,13,9,0,28,294,39,0.7145113120444118,0.42196208652587397,0.11348462126899937,0.8233019067495742,1
23,1,4326,2102,1,2,1,0,0,0,0,377,167,0.05465036186486469,0.043202029838061685,0.9257516036135714,0.09301593329681392,0
59,1,4905,1488,1,0,1,4,0,1,0,77,11,0.042355123339465166,0.035118841029378935,0.950233607477959,0.06203019733680948,0
9,2,2546,2843,1,0,1,6,0,0,2,122,259,0.09417184117032204,0.031210275914927355,0.8960500455248425,0.0282148678847722,0
18,2,3479,264,0,0,1,4,0,1,0,332,165,0.006475175070008776,0.0346335784091108,0.8578326877188347,0.0509997739279503,0
36,1,4160,3246,1,2,1,6,0,1,1,85,168,0.04900984265557275,0.06610166345999664,0.8019510122416199,0.09153874895304812,0
411,2,48061,173,0,2,1,7,8,0,16,445,1,0.7716297068149831,0.5114778812215772,0.09116934776221274,0.9489790524257478,1
117,0,16715,36,1,5,1,16,3,1,44,336,46,0.5624394132390518,0.34400592583114264,0.37676598659304306,0.929823711599356,1
7,1,3413,3017,1,2,1,3,1,1,3,160,225,0.02188182686737863,0.006622254065601241,0.9690337961254152,0.040199510327721316,0
57,2,1492,677,0,0,0,0,0,1,2,376,384,0.015207892768195175,0.05399679096949411,0.8409956566683482,0.05816921236185388,0
589,1,42423,67,0,4,4,6,5,1,16,288,24,0.9233829530327103,0.7231525820049564,0.07373336421151015,0.5522093014422602,1
9,0,1438,3699,0,0,0,6,0,1,1,7,326,0.09207548104503314,0.07610050372389324,0.9629824222678245,0.014736869285085209,0
339,1,52383,29,1,1,0,6,9,1,13,391,7,0.8977675806876781,0.4141132898356648,0.017293634473004273,0.9484965390532941,1
585,0,14947,157,1,9,0,8,5,1,7,487,36,0.8236614803375135,0.45088584693735956,0.1043809315460425,0.9240474913349044,1
3,0,4604,1851,1,2,1,5,1,1,1,388,398,0.0520434539271141,0.03000437336756269,0.9778706522348499,0.015476196998877811,0
33,0,3468,3965,1,2,0,2,0,1,1,297,202,0.0506714097440715,0.021687730702224597,0.9966808988713791,0.023513653278017178,0
55,2,2952,138,0,1,0,8,0,1,0,324,476,0.046602114721888535,0.013903409928534727,0.804702288128112,0.056607313943606,0
21,0,1376,3543,1,0,1,7,0,1,4,171,306,0.09860384433898894,0.003972834359560995,0.8041713600949173,0.04370693888939045,0
106,0,83633,333,1,3,0,18,5,1,23,282,39,0.8194452085355008,0.7821780119051316,0.3536733563129155,0.5549720263741122,1
362,2,8932,461,1,6,0,28,8,0,10,494,10,0.7291562824217686,0.9823221850846773,0.02223925005512837,0.7757898802199068,1
0,0,3837,3940,0,0,0,5,0,0,3,213,508,0.001905398694656435,0.0590149162219073,0.8322595117532906,0.06434129978790544,0
518,2,15127,178,1,4,3,12,6,1,8,366,21,0.9080079639688827,0.6601339952708246,0.10409978436388659,0.8470715187375698,1
444,1,7083,184,0,9,4,19,8,1,9,451,14,0.7385622481649061,0.7728744597279158,0.26926648642640716,0.5316766691341464,1
43,0,4435,3348,1,0,1,1,0,1,1,118,231,0.05200486515187293,0.0901572966379542,0.8183524170312311,0.05641467509703664,0
340,1,9157,385,1,0,2,18,2,0,27,386,26,0.8321416701224087,0.9801118910298103,0.23372773911732445,0.7710137413598326,1
33,1,93331,136,1,8,3,20,7,1,8,335,21,0.7781137651650112,0.3488596047090251,0.35436240020549015,0.8294746689923566,1
31,1,941,1829,0,0,0,8,1,0,1,292,501,0.019799379879587378,0.08034086850625577,0.9602320850976293,0.09670930713904469,0
36,0,1962,2285,1,1,0,2,0,1,2,343,126,0.09185908399435398,0.0812912799207437,0.8053090713801929,0.0547726849904338,0
536,0,38089,258,0,4,3,13,5,0,23,368,40,0.9210477077781749,0.8576355647885183,0.16025694761942955,0.7125598680867256,1
1,1,4011,773,1,2,0,5,0,1,1,209,65,0.0678378613589376,0.07400695535638234,0.9044238092227668,0.07314216478290218,0
539,1,53178,146,0,2,4,12,3,0,43,222,16,0.9054218508825819,0.7567435530700517,0.21522511003147815,0.7990501284609262,1
235,0,12707,8,1,8,1,12,9,0,48,255,36,0.8855449625305019,0.836504333832427,0.2170131294704207,0.8109700769765258,1
4,1,2230,1940,0,2,0,2,1,0,1,318,433,0.04351467214778807,0.042844913687445446,0.9520897621628532,0.014714621509253047,0
10,1,2623,3684,1,2,1,4,0,1,1,250,118,0.03905847122961462,0.02646487686739507,0.9543797959901025,0.02922570730351941,0
8,2,229,1923,0,0,0,0,0,1,2,491,43,0.08177442641796127,0.06484841798642035,0.9603244575181317,0.0288699079009644,0
202,1,6345,396,1,0,1,19,7,1,22,266,38,0.6430987467894169,0.6257605471036867,0.09635665385944292,0.5049256732443799,1
480,0,78079,494,1,6,3,9,2,0,40,218,42,0.8500154313650883,0.3583823545746718,0.3739477002507266,0.5880248136324353,1
192,2,76209,8,1,7,2,20,4,0,8,269,43,0.7069385161220736,0.6556644373325484,0.3248996495786167,0.6792674022362397,1
19,1,86327,221,0,2,0,25,4,0,39,221,48,0.9620992547619659,0.34319723742851826,0.19248850897957862,0.5117720581460182,1
100,2,66131,172,1,5,1,7,4,1,24,428,6,0.6572818560617196,0.890915752007543,0.3987866948156202,0.8989239918901624,1
37,0,3392,2525,0,0,1,3,1,1,0,413,436,0.03342982763995161,0.05951893436337499,0.9020382794557372,0.0889189936282972,0
59,1,17595,352,0,2,2,26,6,1,19,373,8,0.8515617007939683,0.4585579465502261,0.23971679727586903,0.9783279900993538,1
43,0,3999,3354,0,0,1,7,0,0,0,38,175,0.03824455099377562,0.015791560522360283,0.9280632983709838,0.05751738851726529,0
55,1,3277,541,1,0,1,5,0,0,3,368,433,0.03384276094051554,0.020002516030194085,0.9870200004216725,0.06634202192278751,0
23,2,4698,3432,1,0,0,1,0,1,4,215,329,0.026790328808885124,0.0454991600094264,0.8478253431488473,0.04370899617627462,0
456,0,7470,462,1,6,1,7,3,0,16,421,22,0.8830003430633152,0.784928944268216,0.12864305040282087,0.8807670949638253,1
108,2,27368,457,1,7,2,5,2,1,26,493,15,0.8965902175465985,0.8603301638101888,0.350126737253264,0.6125742119266863,1
50,0,506,953,0,2,1,1,0,0,4,200,46,0.04961479329717455,0.0532535460612394,0.9684811372190494,0.0760325326363535,0
41,0,3998,1906,0,2,0,7,0,0,0,218,269,0.0449717067671902,0.050589376450651286,0.9987699968647398,0.03500665349515101,0
97,0,43439,329,1,3,3,13,4,1,20,412,23,0.5347645494028486,0.9988060379023629,0.382381041983322,0.8650427350097142,1
46,1,2152,3687,1,0,0,6,0,1,3,459,245,0.03662425634745649,0.047577690543415874,0.8401367382193339,0.0455511798208211,0
305,0,21723,400,0,2,1,7,9,1,25,279,44,0.5479826829327219,0.5199509834248734,0.15130669559231738,0.5342285165709034,1
310,1,63156,191,0,7,1,21,3,0,47,202,28,0.6992510428717162,0.7700190217347019,0.30861899528668135,0.7105647117677527,1
478,2,36952,207,0,1,2,17,3,0,23,315,2,0.898243545645056,0.6329380934083555,0.06201395467085705,0.6740872778558307,1
19,1,491,366,0,2,1,0,1,0,3,382,309,0.04721836720567757,0.04925489949622058,0.8960724788858888,0.07838777132659111,0
53,0,847,195,0,2,1,0,0,1,4,172,150,0.011734527197305457,0.05307894505284864,0.8964136044510748,0.08586773673044568,0
24,1,4981,2527,1,0,1,6,1,1,3,282,269,0.02525165797150243,0.05042665290472177,0.9808346345240444,0.017881950358705156,0
49,0,2079,832,1,2,0,8,0,1,0,162,357,0.0725812686661959,0.055761788599585194,0.8434211184484037,0.052262156279459696,0
28,2,2606,3339,1,2,1,0,0,1,4,9,53,0.09136869421436272,0.08931696593439083,0.8340098062095611,0.04477227201532361,0
6,1,1565,3928,1,0,1,9,0,1,4,431,185,0.0838032777409265,0.04425846841288074,0.9726183237795913,0.03970949110917668,0
12,1,3901,1561,1,1,0,1,1,1,2,185,348,0.08499349079066201,0.03109953178466536,0.8246920898101209,0.04455957606325628,0
18,0,3227,3256,0,1,0,2,0,1,0,208,113,0.05767858883648012,0.02621292254470188,0.9688351627568728,0.07088521363213986,0
38,1,177,1078,1,0,0,5,1,0,1,5,452,0.08532191794779193,0.011273817505876705,0.9870544409888222,0.0240109254251765,0
45,0,623,3117,0,1,1,4,1,1,3,207,144,0.08863167338837741,0.027005958755586458,0.8148100388263432,0.004710261224914226,0
55,0,888,3540,1,1,0,2,1,0,2,8,506,0.06283268468539964,0.03936891209752039,0.8353337502510022,0.04570393531310574,0
55,0,4665,1173,0,0,1,6,0,0,0,386,103,0.02946763110571006,0.052502748992681016,0.8330116819958789,0.0373518961952571,0
48,1,4337,3137,0,0,1,5,0,1,2,156,8,0.058501556940722746,0.08395266613690278,0.9746191785578404,0.09178688113383177,0
184,0,18468,412,1,1,3,19,8,1,19,365,21,0.561657939968605,0.7429815794737105,0.3246085834508409,0.8619809573141111,1
3,0,3167,3965,0,0,1,6,1,1,0,139,470,0.07747227410657531,0.08710914281374081,0.917076126913909,0.010741196061569936,0
3,0,1923,2850,1,0,0,0,1,0,2,479,126,0.039045225308061565,0.08577342362850314,0.9512348947782274,0.00037102386851073366,0
18,1,709,3012,1,2,1,4,1,1,4,277,381,0.06381781581462927,0.07071111052214814,0.9253456190229111,0.05559413500296732,0
57,0,3992,1365,1,1,0,6,1,1,1,315,349,0.07037499727375744,0.07980519513439963,0.8839875169180785,0.09623511779429234,0
11,0,2761,3821,0,0,1,4,0,0,0,401,213,0.0006308141300170877,0.06873350235332058,0.9528875595075661,0.04629392979949507,0
43,1,2985,3612,0,0,0,6,1,1,1,503,221,0.05369302668364189,0.05013942085798237,0.9241835678777666,0.011625018313978597,0
24,2,80447,200,1,7,0,27,3,0,21,480,19,0.9444556818566083,0.9165082803481519,0.24254533199245515,0.8257020658755023,1
12,0,419,3024,1,0,0,8,1,0,1,376,283,0.08318728906309021,0.004480530334506005,0.995916175533518,0.0754767002314133,0
58,2,1134,677,1,2,0,5,1,0,1,95,352,0.06815289535756225,0.0624185887327324,0.8095261955438552,0.07517191746162596,0
13,2,1217,938,0,0,1,3,0,1,1,72,128,0.026326014736299887,0.03009581361836765,0.8841705978549688,0.015784227968384978,0
8,0,4679,2350,1,1,0,5,0,1,3,306,352,0.03814208655676522,0.031933457873757225,0.92869221223629,0.07695065654298433,0
6,0,2243,1433,1,1,1,4,1,0,3,230,351,0.011774565363547951,0.08558657416785352,0.995858337403265,0.09331743326822102,0
33,0,4881,2291,1,0,0,8,0,0,0,63,487,0.08570718461246234,0.030999008812887186,0.9870931408731771,0.02174220392080697,0
38,2,2211,664,0,2,1,7,1,0,4,85,231,0.06571570021935533,0.04337509165064159,0.961850446255461,0.0632681630427665,0
6,1,4402,150,1,0,1,6,1,0,2,340,259,0.03918712480550527,0.044365113138951,0.9509874104049008,0.07283372206993109,0
375,0,94844,482,0,1,0,13,9,0,11,288,13,0.9655415920035986,0.30049618432063857,0.1326748155883509,0.5482717300373973,1
56,1,232,1288,0,0,1,6,1,0,2,245,266,0.034581626285830024,0.02924608242530823,0.9395066071939822,0.07791897743523202,0
55,0,2102,1794,1,0,0,5,0,1,0,463,438,0.06719721311708315,0.015259479840633961,0.8175206403676707,0.022409905255465247,0
24,2,3815,1755,1,0,0,4,0,1,3,260,190,0.07765269615292131,0.02266166155444953,0.9631017029768157,0.037350789738398595,0
15,2,289,872,0,0,0,8,0,0,1,499,508,0.07425403780879462,0.06459211555013719,0.9790658672352782,0.07366397338508417,0
11,2,2578,3012,0,0,1,2,0,1,4,123,406,0.01573461953981017,0.09851350870746386,0.9613335817369006,0.020616187858684812,0
555,1,44662,251,0,5,3,6,2,1,8,482,22,0.5847066122567233,0.5257938937232787,0.203625529397202,0.8419193329550516,1
359,2,58885,346,0,3,3,24,2,0,48,269,16,0.6537916857470543,0.9315447694160222,0.09439343943755141,0.7249883635694447,1
8,1,2664,1322,1,2,1,7,0,0,4,90,293,0.07315990604468636,0.059835047652694,0.9291874723489092,0.05558671062250697,0
439,2,72740,148,1,9,3,15,3,1,5,323,45,0.6351168525565606,0.3955249664376543,0.2547305620962036,0.7615475950242867,1
0,2,996,923,1,2,0,6,0,0,1,99,325,0.0996812795897975,0.043563676582286326,0.8666244619614657,0.08245804557073466,0
41,2,516,2930,0,0,1,7,1,1,3,369,91,0.028281900831094654,0.011808826547039842,0.8758156794621201,0.06985072001387214,0
2,1,3093,3966,1,2,0,4,1,0,4,137,446,0.04280843641898019,0.02342411367220605,0.879948316810383,0.06701553525144846,0
186,0,30174,391,0,8,1,11,2,1,35,305,3,0.8455788727408367,0.7365609408785512,0.2750379032079341,0.8294706608112953,1
33,0,931,1849,0,0,1,7,1,0,3,6,14,0.08705647383026277,0.01779410717573392,0.9097126120423548,0.09997777897962373,0
43,2,1845,3647,0,0,0,6,1,1,2,501,290,0.05110561205014259,0.02834792731281043,0.9916993331107592,0.03518028135478163,0
30,1,89026,362,1,5,4,11,7,0,24,229,4,0.8897760015057874,0.3220411275205358,0.08025940268834852,0.594260363729215,1
56,2,1533,1648,1,1,0,8,0,1,2,454,166,0.021675067056714615,0.0006163336151336907,0.9144752646305346,0.05129872305959169,0
14,0,2420,2378,1,2,1,6,1,0,4,369,152,0.014888891406185135,0.08326844392727085,0.960168636949657,0.05376283320981873,0
437,0,80612,401,0,5,3,18,5,1,40,267,9,0.660630915694876,0.9920960852613288,0.0006720810265081312,0.6882293111050375,1
510,2,37574,17,1,4,0,10,8,1,44,360,24,0.5065098592981272,0.5816432271398526,0.041268595573295076,0.5606439971835192,1
43,2,2282,2330,1,1,1,8,1,0,4,69,119,0.07441225144250456,0.094100932958674,0.9180948289355283,0.08601575580695753,0
56,0,1019,1404,1,0,0,0,1,1,1,508,181,0.02083201461299008,0.08282221317939328,0.9140274898280127,0.04939489595707598,0
456,2,18427,169,0,0,0,20,8,1,5,487,29,0.6262281443361057,0.6275516748274924,0.18502422323864132,0.6697809766568101,1
12,0,2520,2763,1,2,1,7,0,0,3,502,98,0.0205257355993029,0.015668416892865224,0.9930734369542316,0.05400436233611018,0
5,0,1920,1140,0,0,1,0,0,1,3,174,469,0.027266229518433827,0.02513940748596312,0.841712423318744,0.018710584367002372,0
114,0,47009,219,1,8,0,22,2,1,22,389,39,0.7839294004737453,0.7402489140656483,0.07686724153545446,0.8794176943248946,1
3,0,799,3032,0,2,0,9,1,1,3,404,400,0.05055087230150425,0.04690069443267101,0.9725589181030155,0.0018827886206110424,0
229,2,6294,347,0,1,0,9,6,0,42,317,42,0.7993547229352034,0.5792332665841079,0.01969144698828189,0.9600102216801538,1
175,0,27581,434,1,2,0,28,2,1,45,503,35,0.8597388378688304,0.5988364745806801,0.3726384097660153,0.6802199055607467,1
49,0,445,119,1,0,0,2,1,0,0,132,333,0.012605278824976585,0.021075807540172,0.9127745877349639,0.01327483893700946,0
28,2,3728,1777,1,1,1,5,0,0,0,277,19,0.08979126531983408,0.07424769818861826,0.902656182318814,0.005387850766084868,0
16,2,1318,1849,1,1,0,7,1,1,0,411,257,0.029886783342009695,0.03734156806998166,0.8307736578712244,0.07961328059793693,0
9,1,943,1309,0,1,1,4,0,0,2,489,168,0.046133760838185635,0.05422789072321486,0.818619917523536,0.05940591967110989,0
28,1,60432,205,0,2,0,29,9,0,20,408,43,0.9009942479673118,0.9738873007966002,0.3647576270633776,0.8510621909528912,1
14,2,3523,2490,1,2,1,3,1,1,1,237,470,0.003938528035924704,0.08400285439110201,0.8935991504481444,0.0026004918339222584,0
13,0,4778,3935,1,2,0,8,0,1,1,28,449,0.09698642760741001,0.08212172091079097,0.9167213248946231,0.06558582880659186,0
62,0,24057,479,1,6,0,25,8,0,14,301,38,0.764636820125063,0.8622888494258698,0.23464056773916792,0.9331133601177701,1
50,2,3883,3521,1,1,0,9,1,1,2,466,435,0.018946998357820488,0.05579849580904392,0.9834024658381919,0.035597969201349125,0
17,2,2854,851,0,1,1,8,1,1,2,116,164,0.018643688795116787,0.0951455889684596,0.9222570883554345,0.03970534149808044,0
26,2,1764,714,0,0,1,1,0,0,4,201,241,0.03325063048279521,0.0445410758896351,0.9789379523959825,0.04878903239684749,0
569,2,75369,352,1,8,2,16,6,0,19,331,41,0.5719914145318854,0.3140563147162814,0.34373633807570414,0.5492389832877581,1
37,2,4216,230,0,1,1,7,0,1,0,19,44,0.06396714352382278,0.03429352204926676,0.9720107203515759,0.07735601922340699,0
159,2,16732,30,0,2,4,28,4,0,34,369,49,0.5495848978672233,0.6833366084876811,0.21055636740528783,0.7176709036396511,1
46,2,332,3042,0,0,1,1,0,1,3,211,119,0.037000076444331266,0.08437501768847955,0.919589745802677,0.05176566330502248,0
11,2,851,3186,1,2,1,7,0,0,3,426,106,0.08445235022880092,0.008093583784082226,0.969241492912257,0.04914323170491001,0
7,0,4323,838,0,0,0,7,1,0,2,368,459,0.04931427835689918,0.06724685639254913,0.9884129899310367,0.07393918697493536,0
22,0,1003,3584,0,2,0,5,1,1,2,275,45,0.08923883649741769,0.08331664314994469,0.8367464435977428,0.051155506158972866,0
55,0,3444,3248,0,0,1,1,0,0,1,248,386,0.00694319094902518,0.07275865639626088,0.8123544048409955,0.026991239825779046,0
328,1,65339,139,0,6,3,21,2,1,10,357,31,0.9526581325594041,0.5984507770211153,0.27779038190557226,0.9116326626406857,1
6,2,3302,2107,0,1,1,4,1,0,1,190,261,0.06809427395242604,0.004241635858689185,0.9934385448634847,0.023412530901467356,0
5,0,3392,1922,0,1,0,7,1,1,1,111,213,0.0051311830453723345,0.046603983647078163,0.8129467721763334,0.03416610128379532,0
14,0,48877,77,1,2,1,11,2,1,11,408,10,0.5559485774176167,0.9857655381749793,0.0010800569152326302,0.916582569481001,1
8,2,2266,1829,1,2,0,1,0,1,4,333,315,0.04899229976460452,0.0007405684964307824,0.8541094783600754,0.021837130668169502,0
58,2,41967,258,1,8,2,9,7,1,25,296,14,0.5741083778195795,0.4175057201957751,0.3445381545095909,0.6499866005291718,1
23,1,2218,2650,0,1,0,4,1,1,2,367,83,0.08052257595087663,0.0008818270915637139,0.937503093712607,0.0934092247185924,0
47,0,2197,2321,1,0,0,3,1,0,4,110,186,0.05290973533999254,0.05914824873096686,0.804067245770641,0.04276379687037649,0
8,2,4955,184,0,0,0,6,0,0,1,82,402,0.03632639555947075,0.056019888658834074,0.8581672316607969,0.04656815244915829,0
20,1,1714,3678,0,0,0,2,0,0,0,427,106,0.018587087544380487,0.044557959035937816,0.995016762242172,0.03914320013591093,0
20,2,1842,2809,1,2,1,8,0,1,3,259,42,0.028269726244429173,0.06565516946425835,0.9595312002403003,0.0028391910406498026,0
19,1,4082,1623,0,2,1,6,0,1,2,250,406,0.08424312208082506,0.09441153505333783,0.8204413585197716,0.07874409724804896,0
141,1,23141,348,0,7,3,20,3,0,16,225,12,0.8729540578692531,0.5271822186299147,0.1520784230972202,0.8581645364577366,1
169,1,57727,167,1,6,1,23,4,1,47,425,44,0.7156234765838978,0.6839693191803868,0.056864408431564775,0.9243543723913226,1
452,2,59968,155,1,7,4,18,7,1,30,244,34,0.5811636162849954,0.3950809126182393,0.09017972934834147,0.8379178449527995,1
46,1,2987,3000,0,0,0,4,1,1,1,463,246,0.012273805462617138,0.010074431300163868,0.9338394441487718,0.08459158898665003,0
30,0,2442,1530,1,0,1,9,1,1,0,216,448,0.04082178747957527,0.022481947290539296,0.9020295369346809,0.024967796653688604,0
428,1,15751,254,0,2,2,14,3,1,21,200,9,0.5725673675208334,0.33513128882452614,0.01308041355408096,0.5667579111244035,1
29,1,3030,3972,0,2,1,9,0,0,2,238,90,0.006200534290361548,0.055722045942146886,0.8923370880161074,0.05573786907726446,0
28,0,2256,411,0,2,1,1,0,0,4,98,321,0.0264273132033494,0.07825043299791973,0.9781657205413624,0.057014792898562074,0
9,2,4418,3492,1,1,1,9,1,0,1,398,417,0.056135163385370924,0.0016102778040514077,0.943311439356193,0.0885064028020462,0
455,2,39485,150,0,6,4,28,4,0,41,245,3,0.8630732973967957,0.4854508714782799,0.15161000880865064,0.912496525062072,1
33,0,4589,874,1,0,1,7,1,1,1,92,35,0.07682609535576598,0.05874184757689008,0.8908783422391311,0.032601659570851586,0
39,0,2497,100,1,0,1,6,0,1,1,477,210,0.05958801403782715,0.05025769026162661,0.9307223518700986,0.09961464945264303,0
11,1,2595,259,0,0,1,7,1,0,1,115,250,0.04498636109441945,0.0018596031592460372,0.9772558958444322,0.006290432137141422,0
14,2,1908,318,1,1,1,2,0,1,0,247,336,0.04673778408700677,0.0716298828969613,0.8738598133137563,0.06964975966981825,0
39,1,21473,60,0,0,1,24,9,1,48,421,37,0.8969448807596547,0.8843836748697751,0.17873333599891966,0.5519777702605881,1
134,1,17474,19,0,9,4,20,8,1,12,333,21,0.5887983860508191,0.35285606962740174,0.06926866456593257,0.7103418305891028,1
27,2,403,2537,1,2,1,0,0,1,2,208,8,0.041785845941862035,0.09676453819373543,0.9824173236709709,0.04989855495469682,0
9,0,2766,1217,1,1,0,4,0,0,4,209,497,0.046276028462028496,0.07736484158772737,0.895048431034757,0.017597446074966827,0
6,0,4228,1829,1,0,0,4,1,1,4,31,305,0.020984514323139872,0.05273338162025535,0.8152067215401609,0.042973481472685815,0
184,1,94806,72,0,0,4,23,4,0,29,459,4,0.8298510599642004,0.42826934747561507,0.30444739019011013,0.7880753758796812,1
0,1,3547,325,0,0,1,0,1,0,0,43,136,0.03721460877100737,0.04811022909548693,0.9552195800721281,0.08240580920717328,0
100,0,22570,129,1,2,0,28,3,0,42,422,21,0.7795078128610413,0.9503943786998745,0.0769537334475317,0.9647339919074279,1
168,1,37041,30,1,0,0,7,4,0,19,400,16,0.7748704064384593,0.3360471886635773,0.16174919752670452,0.5678893398448428,1
8,0,1230,2099,1,0,0,6,1,1,0,431,151,0.05701957148097217,0.01788338083554151,0.832540762644989,0.05334890152910078,0
44,0,680,3071,1,0,0,0,1,1,2,344,139,0.02519355302558405,0.02442888784978924,0.9725817949453036,0.08285189559825124,0
25,2,2464,1200,0,2,0,6,1,0,1,326,403,0.08801225096104985,0.0664243287957294,0.9153292117561141,0.057175030711363366,0
148,1,64207,112,1,1,4,14,7,1,47,308,9,0.7745889978588263,0.316768855402863,0.23753684967310207,0.9171444919541731,1
107,1,90466,250,1,5,3,9,6,0,48,487,21,0.6688994771233951,0.6570454550537801,0.030009514214926505,0.5198256178847882,1
52,2,957,737,0,2,1,3,1,1,1,268,432,0.07063579112955096,0.03248821301345878,0.9765554427862531,0.06921440821124715,0
27,1,3748,2506,0,2,0,1,1,0,4,40,289,0.0831796154307461,0.025974141814225627,0.9577221528139352,0.039091761611956224,0
22,2,1211,1844,0,2,0,6,0,0,4,207,11,0.015722850262005407,0.05959759912465698,0.8935311673326438,0.026364237909595856,0
287,0,56893,125,0,7,3,20,5,0,44,268,6,0.8871253838003818,0.6663041108591246,0.03250612772327077,0.8000702453680206,1
260,1,49397,354,0,2,3,26,7,1,46,381,21,0.7268302489271696,0.7573379520931909,0.23481729817540398,0.7910251660905961,1
93,1,95670,413,1,5,3,5,8,1,6,293,28,0.8171479930520817,0.48747555111065344,0.31991574965574593,0.9679896484694983,1
48,2,22454,151,0,8,1,7,7,1,14,208,42,0.957125562524348,0.8455554795257265,0.23710997985188073,0.7941361443522847,1
52,2,4553,2685,1,0,1,9,0,1,2,291,258,0.019619004966843368,0.06395972693547712,0.8773929146151249,0.03652044597760947,0
29,1,4547,3977,1,2,1,9,0,1,2,488,298,0.06867135937559309,0.03452168248045946,0.9991191409948748,0.07425089858114216,0
